year,team,date_game,game_location,opp_name,goals,opp_goals,game_outcome,overtimes,shots,pen_min,goals_pp,chances_pp,goals_sh,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
1997,CHI,1996-10-11,H,Colorado Avalanche,0,2,L,,34,18,0,,0,28,20,1,,0,,,,,,,,,,,
1997,CHI,1996-10-13,H,Dallas Stars,3,5,L,,28,39,0,,0,29,35,0,,2,,,,,,,,,,,
2009,CHI,2008-10-10,A,New York Rangers,2,4,L,,32,16,0,,0,29,16,0,,0,47,40,54.0,40,30,57.1,23,17,57.5,50.0,89.0
2010,CHI,2009-10-02,H,Florida Panthers,3,4,L,SO,55,4,0,,0,24,6,0,,0,79,47,62.7,59,31,65.6,34,25,57.6,58.8,91.4
2004,CHI,2003-10-12,H,Los Angeles Kings,2,4,L,,34,14,2,,0,26,14,1,,0,,,,,,,,,,,
2004,CHI,2003-10-16,A,Columbus Blue Jackets,1,2,L,,31,14,0,,0,36,4,2,,0,,,,,,,,,,,
1988,CHI,1987-11-27,A,Edmonton Oilers,3,4,L,,29,31,1,,0,54,25,1,,1,,,,,,,,,,,
1988,CHI,1987-11-30,A,Calgary Flames,0,4,L,,20,30,0,,0,41,24,0,,0,,,,,,,,,,,
2003,CHI,2002-10-19,H,Calgary Flames,2,5,L,,35,4,0,,0,25,4,1,,0,,,,,,,,,,,
2003,CHI,2002-10-24,H,Minnesota Wild,2,3,L,,26,19,1,,0,23,17,1,,0,,,,,,,,,,,
2008,CHI,2007-10-12,A,Detroit Red Wings,3,2,W,,29,15,2,,0,36,21,0,,0,,,,,,,,,,,
2008,CHI,2007-10-13,H,Dallas Stars,2,1,W,OT,40,20,2,,0,18,28,1,,0,,,,,,,,,,,
