year,team,date_game,game_location,opp_name,goals,opp_goals,game_outcome,overtimes,shots,pen_min,goals_pp,chances_pp,goals_sh,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
1928,NYR,1928-02-09,A,Ottawa Senators,0,0,T,OT,0,12,0,,0,0,14,0,,0,,,,,,,,,,,
1932,NYR,1932-01-10,H,Toronto Maple Leafs,2,0,W,,0,8,0,,0,0,11,0,,0,,,,,,,,,,,
1932,NYR,1932-01-12,A,Boston Bruins,5,3,W,OT,0,4,0,,0,0,4,0,,0,,,,,,,,,,,
1932,NYR,1932-01-14,H,Boston Bruins,3,1,W,,0,10,0,,0,0,4,0,,0,,,,,,,,,,,
1931,NYR,1931-01-15,H,Toronto Maple Leafs,1,1,T,OT,0,8,0,,0,0,12,0,,0,,,,,,,,,,,
1931,NYR,1931-01-18,A,Chicago Black Hawks,1,2,L,,0,9,0,,0,0,7,0,,0,,,,,,,,,,,
1934,NYR,1933-12-12,H,New York Americans,0,3,L,,0,16,0,,0,0,11,0,,1,,,,,,,,,,,
1934,NYR,1933-12-14,A,Ottawa Senators,4,3,W,,0,4,1,,0,0,4,0,,0,,,,,,,,,,,
1933,NYR,1932-12-15,A,New York Americans,3,2,W,,0,13,0,,0,0,15,0,,0,,,,,,,,,,,
1933,NYR,1932-12-17,A,Ottawa Senators,2,2,T,OT,0,2,0,,0,0,2,0,,0,,,,,,,,,,,
1929,NYR,1929-01-27,H,Boston Bruins,1,2,L,,0,6,0,,0,0,4,0,,0,,,,,,,,,,,
1929,NYR,1929-01-31,H,New York Americans,2,1,W,,0,10,0,,0,0,16,0,,0,,,,,,,,,,,
1927,NYR,1927-02-22,H,Toronto Maple Leafs,2,3,L,OT,0,6,0,,0,0,6,0,,0,,,,,,,,,,,
1927,NYR,1927-02-24,H,Ottawa Senators,0,1,L,,0,2,0,,0,0,4,0,,0,,,,,,,,,,,
1930,NYR,1930-01-23,H,Ottawa Senators,6,3,W,,0,12,0,,0,0,10,0,,0,,,,,,,,,,,
1928,NYR,1928-02-12,H,Chicago Black Hawks,0,3,L,,0,2,0,,0,0,4,0,,0,,,,,,,,,,,
1932,NYR,1932-01-17,A,Detroit Falcons,2,4,L,,0,6,0,,0,0,6,0,,0,,,,,,,,,,,
1932,NYR,1932-01-19,H,Montreal Canadiens,3,5,L,,0,14,0,,0,0,10,0,,0,,,,,,,,,,,
1931,NYR,1931-01-20,H,Montreal Canadiens,2,3,L,OT,0,16,0,,0,0,18,0,,0,,,,,,,,,,,
1931,NYR,1931-01-25,H,Detroit Falcons,0,1,L,,0,8,0,,0,0,10,0,,0,,,,,,,,,,,
1934,NYR,1933-12-17,H,Boston Bruins,2,2,T,OT,0,8,0,,0,0,6,1,,0,,,,,,,,,,,
1934,NYR,1933-12-21,H,Ottawa Senators,0,0,T,OT,0,2,0,,0,0,4,0,,0,,,,,,,,,,,
1933,NYR,1932-12-20,H,Detroit Red Wings,1,4,L,,0,13,0,,0,0,4,1,,2,,,,,,,,,,,
1933,NYR,1932-12-25,H,Montreal Maroons,2,0,W,,0,8,0,,0,0,4,0,,0,,,,,,,,,,,
