year,team,date_game,game_location,opp_name,goals,opp_goals,game_outcome,overtimes,shots,pen_min,goals_pp,chances_pp,goals_sh,shots_against,pen_min_opp,goals_against_pp,opp_chances_pp,goals_against_sh,corsi_for,corsi_against,corsi_pct,fenwick_for,fenwick_against,fenwick_pct,faceoff_wins,faceoff_losses,faceoff_percentage,zs_offense_pct,pdo
2002,DAL,2001-10-31,H,Detroit Red Wings,3,4,L,OT,23,8,0,,1,28,10,1,,0,,,,,,,,,,,
2002,DAL,2001-11-02,H,Nashville Predators,3,0,W,,24,4,1,,0,16,8,,,,,,,,,,,,,,
1999,DAL,1998-12-02,A,San Jose Sharks,3,0,W,,23,11,0,,0,26,19,,,,,,,,,,,,,,
1999,DAL,1998-12-02,A,San Jose Sharks,3,0,W,,23,11,0,,0,26,19,,,,,,,,,,,,,,
1999,DAL,1998-12-04,A,Vancouver Canucks,1,4,L,,37,6,0,,0,18,10,1,,0,,,,,,,,,,,
2010,DAL,2009-10-06,A,Edmonton Oilers,4,5,L,SO,34,20,2,,1,24,24,2,,0,45,42,51.7,32,29,52.5,19,18,51.4,51.2,94.5
2008,DAL,2007-10-12,H,Calgary Flames,2,3,L,OT,26,8,1,,0,26,12,0,,0,,,,,,,,,,,
2008,DAL,2007-10-13,A,Chicago Blackhawks,1,2,L,OT,18,28,1,,0,40,20,2,,0,,,,,,,,,,,
2006,DAL,2005-10-22,H,Calgary Flames,2,1,W,,22,18,0,,0,30,10,1,,0,,,,,,,,,,,
2006,DAL,2005-10-26,H,San Jose Sharks,4,5,L,OT,23,14,0,,0,41,10,1,,0,,,,,,,,,,,
2007,DAL,2006-10-15,A,Anaheim Ducks,4,3,W,SO,35,15,2,,0,39,27,0,,1,,,,,,,,,,,
1997,DAL,1996-11-17,A,Edmonton Oilers,7,3,W,,38,30,3,,0,25,40,1,,0,,,,,,,,,,,
1997,DAL,1996-11-19,A,Vancouver Canucks,0,2,L,,36,12,0,,0,23,14,0,,0,,,,,,,,,,,
2003,DAL,2002-10-28,A,Edmonton Oilers,4,3,W,OT,28,10,1,,0,31,6,1,,0,,,,,,,,,,,
2003,DAL,2002-10-30,H,Florida Panthers,2,3,L,OT,44,8,1,,1,13,8,0,,0,,,,,,,,,,,
